location,target,unit,value,type,bin_start_incl,bin_end_notincl
HHS Region 5,Season peak week,week,7,Point,NA,NA
HHS Region 6,1 wk ahead,percent,2.3,Point,NA,NA
HHS Region 6,2 wk ahead,percent,2.5,Point,NA,NA
HHS Region 6,3 wk ahead,percent,2.6,Point,NA,NA
HHS Region 6,4 wk ahead,percent,2.9,Point,NA,NA
HHS Region 6,Season onset,week,2,Point,NA,NA
HHS Region 6,Season peak percentage,percent,7.1,Point,NA,NA
HHS Region 6,Season peak week,week,4,Point,NA,NA
HHS Region 7,1 wk ahead,percent,0.9,Point,NA,NA
HHS Region 7,2 wk ahead,percent,1.1,Point,NA,NA
HHS Region 7,3 wk ahead,percent,1,Point,NA,NA
HHS Region 7,4 wk ahead,percent,1.1,Point,NA,NA
HHS Region 7,Season onset,week,2,Point,NA,NA
HHS Region 7,Season peak percentage,percent,5.4,Point,NA,NA
HHS Region 7,Season peak week,week,6,Point,NA,NA
HHS Region 8,1 wk ahead,percent,0.4,Point,NA,NA
HHS Region 8,2 wk ahead,percent,0.5,Point,NA,NA
HHS Region 8,3 wk ahead,percent,0.7,Point,NA,NA
HHS Region 8,4 wk ahead,percent,0.8,Point,NA,NA
HHS Region 8,Season onset,week,5,Point,NA,NA
HHS Region 8,Season peak percentage,percent,3.3,Point,NA,NA
HHS Region 8,Season peak week,week,7,Point,NA,NA
HHS Region 9,1 wk ahead,percent,2.3,Point,NA,NA
HHS Region 9,2 wk ahead,percent,2.3,Point,NA,NA
HHS Region 9,3 wk ahead,percent,2.2,Point,NA,NA
HHS Region 9,4 wk ahead,percent,2.1,Point,NA,NA
HHS Region 9,Season onset,week,5,Point,NA,NA
HHS Region 9,Season peak percentage,percent,5.5,Point,NA,NA
HHS Region 9,Season peak week,week,4,Point,NA,NA
US National,1 wk ahead,percent,1.4,Point,NA,NA
US National,2 wk ahead,percent,1.5,Point,NA,NA
US National,3 wk ahead,percent,1.6,Point,NA,NA
US National,4 wk ahead,percent,1.7,Point,NA,NA
US National,Season onset,week,50,Point,NA,NA
US National,Season peak percentage,percent,3.9,Point,NA,NA
US National,Season peak week,week,5,Point,NA,NA
HHS Region 1,1 wk ahead,percent,1.11313475501079e-09,Bin,0.0,0.1
HHS Region 1,1 wk ahead,percent,5.85620722535212e-09,Bin,0.1,0.2
HHS Region 1,1 wk ahead,percent,0.00400001344676093,Bin,0.2,0.3
HHS Region 1,1 wk ahead,percent,0.0140000247171035,Bin,0.3,0.4
HHS Region 1,1 wk ahead,percent,0.0360000345619722,Bin,0.4,0.5
HHS Region 1,1 wk ahead,percent,0.120000011501858,Bin,0.5,0.6
HHS Region 1,1 wk ahead,percent,0.179999990086865,Bin,0.6,0.7
HHS Region 1,1 wk ahead,percent,0.251999949660207,Bin,0.7,0.8
HHS Region 1,1 wk ahead,percent,0.167999977137872,Bin,0.8,0.9
HHS Region 1,1 wk ahead,percent,0.111999986925321,Bin,0.9,1.0
HHS Region 1,1 wk ahead,percent,0.0619999945139633,Bin,1.0,1.1
HHS Region 1,1 wk ahead,percent,0.0220000012079814,Bin,1.1,1.2
HHS Region 1,1 wk ahead,percent,0.00800000046477572,Bin,1.2,1.3
HHS Region 1,1 wk ahead,percent,0.0119999952296184,Bin,1.3,1.4
HHS Region 1,1 wk ahead,percent,2.38619963351878e-10,Bin,1.4,1.5
HHS Region 1,1 wk ahead,percent,0.00399999817563988,Bin,1.5,1.6
HHS Region 1,1 wk ahead,percent,1.57697268699741e-10,Bin,1.6,1.7
HHS Region 1,1 wk ahead,percent,1.57697268699741e-10,Bin,1.7,1.8
HHS Region 1,1 wk ahead,percent,0.00399999817563988,Bin,1.8,1.9
HHS Region 1,1 wk ahead,percent,0.00199999916666858,Bin,1.9,2.0
HHS Region 1,1 wk ahead,percent,1.57697268699741e-10,Bin,2.0,2.1
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.1,2.2
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.2,2.3
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.3,2.4
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.4,2.5
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.5,2.6
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.6,2.7
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.7,2.8
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.8,2.9
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,2.9,3.0
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.0,3.1
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.1,3.2
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.2,3.3
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.3,3.4
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.4,3.5
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.5,3.6
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.6,3.7
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.7,3.8
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.8,3.9
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,3.9,4.0
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.0,4.1
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.1,4.2
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.2,4.3
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.3,4.4
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.4,4.5
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.5,4.6
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.6,4.7
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.7,4.8
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.8,4.9
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,4.9,5.0
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.0,5.1
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.1,5.2
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.2,5.3
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.3,5.4
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.4,5.5
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.5,5.6
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.6,5.7
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.7,5.8
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.8,5.9
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,5.9,6.0
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.0,6.1
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.1,6.2
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.2,6.3
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.3,6.4
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.4,6.5
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.5,6.6
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.6,6.7
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.7,6.8
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.8,6.9
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,6.9,7.0
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.0,7.1
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.1,7.2
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.2,7.3
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.3,7.4
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.4,7.5
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.5,7.6
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.6,7.7
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.7,7.8
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.8,7.9
HHS Region 1,1 wk ahead,percent,1.5769726869974e-10,Bin,7.9,8.0
HHS Region 1,1 wk ahead,percent,1.57697268699742e-10,Bin,8.0,8.1
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.1,8.2
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.2,8.3
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.3,8.4
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.4,8.5
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.5,8.6
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.6,8.7
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.7,8.8
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.8,8.9
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,8.9,9.0
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.0,9.1
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.1,9.2
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.2,9.3
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.3,9.4
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.4,9.5
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.5,9.6
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.6,9.7
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.7,9.8
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.8,9.9
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,9.9,10.0
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.0,10.1
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.1,10.2
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.2,10.3
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.3,10.4
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.4,10.5
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.5,10.6
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.6,10.7
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.7,10.8
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.8,10.9
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,10.9,11.0
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.0,11.1
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.1,11.2
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.2,11.3
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.3,11.4
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.4,11.5
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.5,11.6
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.6,11.7
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.7,11.8
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.8,11.9
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,11.9,12.0
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.0,12.1
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.1,12.2
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.2,12.3
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.3,12.4
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.4,12.5
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.5,12.6
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.6,12.7
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.7,12.8
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.8,12.9
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,12.9,13.0
HHS Region 1,1 wk ahead,percent,1.57697268699743e-10,Bin,13.0,100.0
HHS Region 1,2 wk ahead,percent,1.57636521153346e-10,Bin,0.0,0.1
HHS Region 1,2 wk ahead,percent,0.00199999932424435,Bin,0.1,0.2
HHS Region 1,2 wk ahead,percent,0.00200000162246541,Bin,0.2,0.3
HHS Region 1,2 wk ahead,percent,0.00600001538016424,Bin,0.3,0.4
HHS Region 1,2 wk ahead,percent,0.0380000137505434,Bin,0.4,0.5
HHS Region 1,2 wk ahead,percent,0.0940000054452152,Bin,0.5,0.6
HHS Region 1,2 wk ahead,percent,0.19600000207609,Bin,0.6,0.7
HHS Region 1,2 wk ahead,percent,0.202000018915419,Bin,0.7,0.8
HHS Region 1,2 wk ahead,percent,0.18799997771976,Bin,0.8,0.9
HHS Region 1,2 wk ahead,percent,0.141999955964897,Bin,0.9,1.0
HHS Region 1,2 wk ahead,percent,0.0639999946207874,Bin,1.0,1.1
HHS Region 1,2 wk ahead,percent,0.0319999937121852,Bin,1.1,1.2
HHS Region 1,2 wk ahead,percent,0.0139999938075551,Bin,1.2,1.3
HHS Region 1,2 wk ahead,percent,0.00399999833500468,Bin,1.3,1.4
HHS Region 1,2 wk ahead,percent,0.00599999734397599,Bin,1.4,1.5
HHS Region 1,2 wk ahead,percent,0.00399999833500468,Bin,1.5,1.6
HHS Region 1,2 wk ahead,percent,0.00399999833500468,Bin,1.6,1.7
HHS Region 1,2 wk ahead,percent,0.00199999932603337,Bin,1.7,1.8
HHS Region 1,2 wk ahead,percent,3.17062066014882e-10,Bin,1.8,1.9
HHS Region 1,2 wk ahead,percent,3.17062066014882e-10,Bin,1.9,2.0
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.0,2.1
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.1,2.2
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.2,2.3
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.3,2.4
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.4,2.5
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.5,2.6
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.6,2.7
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.7,2.8
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.8,2.9
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,2.9,3.0
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.0,3.1
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.1,3.2
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.2,3.3
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.3,3.4
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.4,3.5
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.5,3.6
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.6,3.7
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.7,3.8
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.8,3.9
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,3.9,4.0
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.0,4.1
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.1,4.2
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.2,4.3
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.3,4.4
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.4,4.5
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.5,4.6
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.6,4.7
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.7,4.8
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.8,4.9
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,4.9,5.0
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.0,5.1
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.1,5.2
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.2,5.3
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.3,5.4
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.4,5.5
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.5,5.6
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.6,5.7
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.7,5.8
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.8,5.9
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,5.9,6.0
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.0,6.1
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.1,6.2
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.2,6.3
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.3,6.4
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.4,6.5
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.5,6.6
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.6,6.7
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.7,6.8
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.8,6.9
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,6.9,7.0
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.0,7.1
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.1,7.2
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.2,7.3
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.3,7.4
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.4,7.5
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.5,7.6
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.6,7.7
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.7,7.8
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.8,7.9
HHS Region 1,2 wk ahead,percent,3.17062066014881e-10,Bin,7.9,8.0
HHS Region 1,2 wk ahead,percent,3.17062066014883e-10,Bin,8.0,8.1
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.1,8.2
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.2,8.3
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.3,8.4
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.4,8.5
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.5,8.6
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.6,8.7
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.7,8.8
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.8,8.9
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,8.9,9.0
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.0,9.1
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.1,9.2
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.2,9.3
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.3,9.4
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.4,9.5
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.5,9.6
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.6,9.7
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.7,9.8
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.8,9.9
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,9.9,10.0
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.0,10.1
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.1,10.2
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.2,10.3
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.3,10.4
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.4,10.5
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.5,10.6
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.6,10.7
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.7,10.8
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.8,10.9
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,10.9,11.0
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.0,11.1
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.1,11.2
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.2,11.3
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.3,11.4
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.4,11.5
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.5,11.6
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.6,11.7
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.7,11.8
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.8,11.9
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,11.9,12.0
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.0,12.1
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.1,12.2
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.2,12.3
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.3,12.4
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.4,12.5
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.5,12.6
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.6,12.7
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.7,12.8
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.8,12.9
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,12.9,13.0
HHS Region 1,2 wk ahead,percent,3.17062066014886e-10,Bin,13.0,100.0
HHS Region 1,3 wk ahead,percent,2.21184093672374e-10,Bin,0.0,0.1
HHS Region 1,3 wk ahead,percent,4.42368187344749e-10,Bin,0.1,0.2
HHS Region 1,3 wk ahead,percent,0.00999999548722473,Bin,0.2,0.3
HHS Region 1,3 wk ahead,percent,0.0139999940801833,Bin,0.3,0.4
HHS Region 1,3 wk ahead,percent,0.053999991370541,Bin,0.4,0.5
HHS Region 1,3 wk ahead,percent,0.0800000326670754,Bin,0.5,0.6
HHS Region 1,3 wk ahead,percent,0.160000006928114,Bin,0.6,0.7
HHS Region 1,3 wk ahead,percent,0.207999965063111,Bin,0.7,0.8
HHS Region 1,3 wk ahead,percent,0.169999989954154,Bin,0.8,0.9
HHS Region 1,3 wk ahead,percent,0.136000017290016,Bin,0.9,1.0
HHS Region 1,3 wk ahead,percent,0.0699999927299968,Bin,1.0,1.1
HHS Region 1,3 wk ahead,percent,0.0379999829577063,Bin,1.1,1.2
HHS Region 1,3 wk ahead,percent,0.0139999935715318,Bin,1.2,1.3
HHS Region 1,3 wk ahead,percent,0.0179999915894744,Bin,1.3,1.4
HHS Region 1,3 wk ahead,percent,0.00599999753564658,Bin,1.4,1.5
HHS Region 1,3 wk ahead,percent,0.00399999852667527,Bin,1.5,1.6
HHS Region 1,3 wk ahead,percent,5.08732651075276e-10,Bin,1.6,1.7
